,risk_gene,MUT_TYPE,q_value,empirical_q_value,PMID,NUMBER_OF_ARTICLES,neighbor_gene,neighbor_is_lit_validated,neighbor_PMID,neighbor_NUMBER_OF_ARTICLES,neighbor_PMIDs
594,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,FGF8,True,11890684,1.0,11890684
596,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,HGF,True,"11374444, 11911252, 12647789, 14596869, 14984318, 15387324, 15580170, 15720819, 15920746, 16012040, 16103054, 16186806, 16308260, 17294073, 17306605, 17545521, 17981731, 18484684",18.0,"11374444, 11911252, 12647789, 14596869, 14984318, 15387324, 15580170, 15720819, 15920746, 16012040, 16103054, 16186806, 16308260, 17294073, 17306605, 17545521, 17981731, 18484684"
598,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,BDNF,True,"12378520, 17854778",2.0,"12378520, 17854778"
599,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,CLDN1,True,"15170668, 17091452",2.0,"15170668, 17091452"
603,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,EPHB4,True,"14661437, 14676830, 17043250, 17611172",4.0,"14661437, 14676830, 17043250, 17611172"
606,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,PDGFA,True,16103054,1.0,16103054
607,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,EPHA1,True,15023838,1.0,15023838
612,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,AREG,True,16321566,1.0,16321566
621,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,IGF2,True,"11592232, 17310846, 18425330",3.0,"11592232, 17310846, 18425330"
625,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,CDH1,True,"11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139",10.0,"11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139"
632,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,ITGA3,True,12680208,1.0,12680208
633,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,CTNNB1,True,"15195113, 16001430, 17131411, 18044981",4.0,"15195113, 16001430, 17131411, 18044981"
635,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,FGF10,True,11890684,1.0,11890684
636,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,EGF,True,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893",10.0,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893"
641,EPHA2,SOMATIC,1.561562265029652e-16,0.0,"12494475, 16309192, 18030354, 18425361, 18485799",5.0,FGF4,True,"12429977, 15942670, 17016592, 17487429, 18405350",5.0,"12429977, 15942670, 17016592, 17487429, 18405350"
658,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ALK,True,"11485898, 15214912, 15602716, 16796648, 17414097",5.0,"11485898, 15214912, 15602716, 16796648, 17414097"
659,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,PTEN,True,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487",34.0,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487"
660,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,RET,True,"10989966, 10999773, 11116144, 11216646, 11289733, 11301350, 11329134, 11370534, 11502806, 11502837, 11706744, 11742034, 11817715, 11938683, 11953175, 12162676, 12212516, 12548161, 12670889, 12743496, 12907632, 14761598, 14962731, 15203751, 15379723, 15583857, 15611826, 15719371, 15988378, 16149875, 16209369, 16350727, 16402937, 16551863, 16555619, 16634961, 16778204, 16932252, 16946010, 17131411, 17427103, 17435680, 17471236, 17891251, 17900235, 18437172, 18551016",47.0,"10989966, 10999773, 11116144, 11216646, 11289733, 11301350, 11329134, 11370534, 11502806, 11502837, 11706744, 11742034, 11817715, 11938683, 11953175, 12162676, 12212516, 12548161, 12670889, 12743496, 12907632, 14761598, 14962731, 15203751, 15379723, 15583857, 15611826, 15719371, 15988378, 16149875, 16209369, 16350727, 16402937, 16551863, 16555619, 16634961, 16778204, 16932252, 16946010, 17131411, 17427103, 17435680, 17471236, 17891251, 17900235, 18437172, 18551016"
661,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FGFR3,True,"11605053, 12075207, 15165306",3.0,"11605053, 12075207, 15165306"
662,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FYN,True,12771142,1.0,12771142
663,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,IFNGR1,True,18281489,1.0,18281489
670,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,PDGFB,True,17227125,1.0,17227125
671,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,JAK2,True,15947106,1.0,15947106
675,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,SYK,True,17699797,1.0,17699797
678,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ERBB2,True,"11673832, 12649172, 14499691, 14581353, 14666705, 15021776, 15256466, 15476268, 15511476, 15800944, 16490596, 16815198, 16818711, 17200208, 17350323, 17416856, 17704947, 17888033, 17936675, 18061531, 18199957, 18199961, 18225590, 18528705",24.0,"11673832, 12649172, 14499691, 14581353, 14666705, 15021776, 15256466, 15476268, 15511476, 15800944, 16490596, 16815198, 16818711, 17200208, 17350323, 17416856, 17704947, 17888033, 17936675, 18061531, 18199957, 18199961, 18225590, 18528705"
680,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ERBB4,True,"11673832, 15476268, 17604679, 17969526, 18043285",5.0,"11673832, 15476268, 17604679, 17969526, 18043285"
684,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,LGALS1,True,15381369,1.0,15381369
688,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FGFR4,True,11562460,1.0,11562460
692,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,AURKA,True,18311783,1.0,18311783
698,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,PDGFRA,True,"14499691, 17513510",2.0,"14499691, 17513510"
701,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,LYN,True,17252232,1.0,17252232
705,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,YES1,True,11756219,1.0,11756219
708,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FGFR2,True,"12075207, 12569015",2.0,"12075207, 12569015"
712,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,KRAS,True,"14581353, 16357156, 17097223, 17693665, 18376308",5.0,"14581353, 16357156, 17097223, 17693665, 18376308"
720,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,MAPK8,True,15226608,1.0,15226608
722,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,JAK3,True,18204781,1.0,18204781
723,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,EGFR,True,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125",296.0,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125"
726,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,MET,True,"11289733, 11705871, 11705871, 11752453, 11911252, 14991901, 15319714, 15735049, 17075124, 17435680, 17684930, 18349821",11.0,"11289733, 11705871, 11705871, 11752453, 11911252, 14991901, 15319714, 15735049, 17075124, 17435680, 17684930, 18349821"
732,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,NTRK3,True,11279608,1.0,11279608
733,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,GNAS,True,16350727,1.0,16350727
734,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ICAM1,True,16309178,1.0,16309178
735,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,NRAS,True,16369533,1.0,16369533
736,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,SMAD4,True,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741",12.0,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741"
744,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,IGF1R,True,15221937,1.0,15221937
745,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,CDKN2A,True,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807",16.0,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807"
746,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FGFR1,True,"11562460, 15165306, 16807070, 17545628, 18059337",5.0,"11562460, 15165306, 16807070, 17545628, 18059337"
747,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FN1,True,"15228442, 15272279, 15947106, 16675914, 16817140, 17075124, 17786355, 39138492",8.0,"15228442, 15272279, 15947106, 16675914, 16817140, 17075124, 17786355, 39138492"
752,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,PAX8,True,"15062550, 16029487, 16444351, 16609007, 16728575, 17488796, 18084247",7.0,"15062550, 16029487, 16444351, 16609007, 16728575, 17488796, 18084247"
756,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,RASSF1,True,17189407,1.0,17189407
757,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,TP53,True,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957",29.0,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957"
758,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,NOTCH1,True,"12539049, 16219138",2.0,"12539049, 16219138"
768,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,PIK3CA,True,"11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,"11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972"
769,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,NFKB1,True,16387424,1.0,16387424
777,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,NF1,True,"15947106, 15947937, 15988378, 17427103, 17879040, 18329107",6.0,"15947106, 15947937, 15988378, 17427103, 17879040, 18329107"
778,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FRS2,True,12586769,1.0,12586769
781,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,CTNNB1,True,"15195113, 16001430, 17131411, 18044981",4.0,"15195113, 16001430, 17131411, 18044981"
786,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,BRAF,True,"12670889, 12907632, 14508525, 15161700, 15195111, 15613458, 15630448, 15681856, 15761501, 15947100, 16254036, 16402937, 16434896, 16444351, 16533790, 16555619, 16728576, 16818623, 16906516, 16932252, 16946010, 17097223, 17131411, 17179987, 17435680, 17525478, 17545628, 17575107, 17638058, 17684930, 17725429, 17786355, 17891234, 17891251, 17968324, 17989125, 18043251, 18251569, 18376308, 18437172",40.0,"12670889, 12907632, 14508525, 15161700, 15195111, 15613458, 15630448, 15681856, 15761501, 15947100, 16254036, 16402937, 16434896, 16444351, 16533790, 16555619, 16728576, 16818623, 16906516, 16932252, 16946010, 17097223, 17131411, 17179987, 17435680, 17525478, 17545628, 17575107, 17638058, 17684930, 17725429, 17786355, 17891234, 17891251, 17968324, 17989125, 18043251, 18251569, 18376308, 18437172"
787,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,EGF,True,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893",10.0,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893"
789,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,MYC,True,"11368094, 11911252, 14499691, 16807070, 18000363",5.0,"11368094, 11911252, 14499691, 16807070, 18000363"
794,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,BCL2,True,"11162590, 11224600, 11244819, 11420458, 12447651, 15571955, 16001430, 16271081, 16302195, 16564229, 17429099, 17474247, 18447972",13.0,"11162590, 11224600, 11244819, 11420458, 12447651, 15571955, 16001430, 16271081, 16302195, 16564229, 17429099, 17474247, 18447972"
800,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,KIT,True,"16342249, 16630292, 16757203, 17253141, 17317803, 17513510, 17935283",7.0,"16342249, 16630292, 16757203, 17253141, 17317803, 17513510, 17935283"
801,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ESR1,True,11309301,1.0,11309301
806,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,SRC,True,17961551,1.0,17961551
808,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,ERBB3,True,"15021776, 15476268, 15800944, 16818711, 17200208, 17704947, 17969526, 18199957, 18225590",9.0,"15021776, 15476268, 15800944, 16818711, 17200208, 17704947, 17969526, 18199957, 18225590"
811,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,CCND1,True,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350",25.0,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350"
813,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,FOS,True,15226608,1.0,15226608
819,HRAS,SOMATIC,2.2137739229868114e-21,0.0,16676365,1.0,AKT1,True,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918",6.0,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918"
820,LRP1B,SOMATIC,4.228839135032655e-46,0.0,"15172977, 16857411, 16918994",3.0,CSMD3,True,12906867,1.0,12906867
823,LRP1B,SOMATIC,4.228839135032655e-46,0.0,"15172977, 16857411, 16918994",3.0,APP,True,16458426,1.0,16458426
828,MAGEC1,SOMATIC,1.496570263607284e-13,0.0,16929165,1.0,SSX2,True,16929165,1.0,16929165
830,MAGEC1,SOMATIC,1.496570263607284e-13,0.0,16929165,1.0,MAGEC2,True,16929165,1.0,16929165
841,PDCD10,AMPLIFICATION,0.0,0.0038537981267857,17409414,1.0,RHOA,True,"12082550, 16369533, 17234718",3.0,"12082550, 16369533, 17234718"
846,PDCD10,AMPLIFICATION,0.0,0.0038537981267857,17409414,1.0,PTPN13,True,18160445,1.0,18160445
856,PDCD10,AMPLIFICATION,0.0,0.0038537981267857,17409414,1.0,PPP2R1B,True,11996789,1.0,11996789
901,PDE3A,SOMATIC,1.2533369131876885e-07,0.0,15078486,1.0,DCK,True,"12049569, 15978330",2.0,"12049569, 15978330"
905,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,MTOR,True,"15355912, 15379322, 15833854, 16927414, 17047074, 17342092, 18089792, 18316583",8.0,"15355912, 15379322, 15833854, 16927414, 17047074, 17342092, 18089792, 18316583"
907,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,ALK,True,"11485898, 15214912, 15602716, 16796648, 17414097",5.0,"11485898, 15214912, 15602716, 16796648, 17414097"
908,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,PTEN,True,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487",34.0,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487"
910,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,AKT2,True,"15543611, 16002527",2.0,"15543611, 16002527"
912,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,FYN,True,12771142,1.0,12771142
913,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,FGFR3,True,"11605053, 12075207, 15165306",3.0,"11605053, 12075207, 15165306"
914,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,RET,True,"10989966, 10999773, 11116144, 11216646, 11289733, 11301350, 11329134, 11370534, 11502806, 11502837, 11706744, 11742034, 11817715, 11938683, 11953175, 12162676, 12212516, 12548161, 12670889, 12743496, 12907632, 14761598, 14962731, 15203751, 15379723, 15583857, 15611826, 15719371, 15988378, 16149875, 16209369, 16350727, 16402937, 16551863, 16555619, 16634961, 16778204, 16932252, 16946010, 17131411, 17427103, 17435680, 17471236, 17891251, 17900235, 18437172, 18551016",47.0,"10989966, 10999773, 11116144, 11216646, 11289733, 11301350, 11329134, 11370534, 11502806, 11502837, 11706744, 11742034, 11817715, 11938683, 11953175, 12162676, 12212516, 12548161, 12670889, 12743496, 12907632, 14761598, 14962731, 15203751, 15379723, 15583857, 15611826, 15719371, 15988378, 16149875, 16209369, 16350727, 16402937, 16551863, 16555619, 16634961, 16778204, 16932252, 16946010, 17131411, 17427103, 17435680, 17471236, 17891251, 17900235, 18437172, 18551016"
916,PIK3CA,"AMPLIFICATION, SOMATIC","0.0, 2.110354630735758e-49","0.0038537981267857, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NTRK1,True,"11114633, 11216646, 16483615",3.0,"11114633, 11216646, 16483615"
